school_group,tj_pathway,division,school_id,school,class_year,nmsf_count,grade11_enrollment,nmsf_per_100_juniors,rate_status,row_coverage_status,nmsf_status,enrollment_status,denominator_gap_flag,nmsf_missingness_flag,rate_missingness_note
Base public schools,Loudoun,LCPS,rock_ridge_high_school,Rock Ridge High School,2022,,354,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,rock_ridge_high_school,Rock Ridge High School,2023,2,340,0.588235,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,rock_ridge_high_school,Rock Ridge High School,2024,12,348,3.448276,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,rock_ridge_high_school,Rock Ridge High School,2025,5,364,1.373626,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,rock_ridge_high_school,Rock Ridge High School,2026,7,402,1.741294,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2019,,384,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2020,,425,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2021,,480,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2022,,417,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2023,3,416,0.721154,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2024,3,441,0.680272,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2025,2,432,0.462963,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2026,4,394,1.015228,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2019,,405,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2020,,380,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2021,,327,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2022,,373,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2023,2,325,0.615385,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2024,1,353,0.283286,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2025,,380,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2026,0,336,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2019,,391,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2020,,422,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2021,,399,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2022,,355,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2023,1,392,0.255102,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2024,0,364,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2025,,402,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2026,2,392,0.510204,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2019,,735,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2020,,804,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2021,,704,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2022,,767,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2023,0,640,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2024,0,582,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2025,2,551,0.362976,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2026,2,511,0.391389,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2019,,268,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2020,,254,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2021,,242,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2022,,264,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2023,0,205,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2024,0,232,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2025,0,218,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2026,0,192,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2019,,527,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2020,,540,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2021,,541,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2022,,545,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2023,0,523,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2024,0,501,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2025,0,418,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2026,1,436,0.229358,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2019,,486,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2020,,672,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2021,,712,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2022,,692,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2023,0,690,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2024,0,762,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2025,1,684,0.146199,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2026,1,703,0.142248,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2019,,519,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2020,,517,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2021,,486,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2022,,566,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2023,0,564,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2024,0,504,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2025,1,593,0.168634,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2026,0,534,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2019,,,,missing_nmsf_and_grade11_enrollment,nmsf_and_denominator_gap,missing_source,ambiguous_source_name,true,true,missing NMSF count and grade 11 denominator
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2020,,,,missing_nmsf_and_grade11_enrollment,nmsf_and_denominator_gap,missing_source,ambiguous_source_name,true,true,missing NMSF count and grade 11 denominator
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2021,,,,missing_nmsf_and_grade11_enrollment,nmsf_and_denominator_gap,missing_source,ambiguous_source_name,true,true,missing NMSF count and grade 11 denominator
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2022,,,,missing_nmsf_and_grade11_enrollment,nmsf_and_denominator_gap,missing_source,ambiguous_source_name,true,true,missing NMSF count and grade 11 denominator
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2023,0,,,missing_grade11_enrollment,denominator_gap,verified_zero,ambiguous_source_name,true,false,missing grade 11 denominator
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2024,0,,,missing_grade11_enrollment,denominator_gap,verified_zero,ambiguous_source_name,true,false,missing grade 11 denominator
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2025,0,,,missing_grade11_enrollment,denominator_gap,verified_zero,ambiguous_source_name,true,false,missing grade 11 denominator
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2026,0,540,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2019,,,,not_operating,not_operating,not_operating,not_operating,false,false,school not operating for class year
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2020,,,,not_operating,not_operating,not_operating,not_operating,false,false,school not operating for class year
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2021,,,,not_operating,not_operating,not_operating,not_operating,false,false,school not operating for class year
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2022,,,,not_operating,not_operating,not_operating,not_operating,false,false,school not operating for class year
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2023,0,224,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2024,0,473,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2025,0,679,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2026,1,644,0.155280,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2019,,597,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2020,,612,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2021,,510,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2022,,536,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2023,0,524,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2024,0,568,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2025,0,612,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2026,0,567,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2019,,492,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2020,,565,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2021,,585,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2022,,653,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2023,2,651,0.307220,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2024,1,676,0.147929,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2025,1,684,0.146199,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2026,0,601,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2019,,679,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2020,,650,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2021,,629,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2022,,718,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2023,0,617,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2024,1,507,0.197239,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2025,1,494,0.202429,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2026,1,456,0.219298,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,potomac_high_school,Potomac High School,2019,,492,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,potomac_high_school,Potomac High School,2020,,486,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,potomac_high_school,Potomac High School,2021,,475,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,potomac_high_school,Potomac High School,2022,,461,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,potomac_high_school,Potomac High School,2023,0,422,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,potomac_high_school,Potomac High School,2024,0,465,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,potomac_high_school,Potomac High School,2025,0,489,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,potomac_high_school,Potomac High School,2026,0,484,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,unity_reed_high_school,Unity Reed High School,2019,,625,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,unity_reed_high_school,Unity Reed High School,2020,,643,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,unity_reed_high_school,Unity Reed High School,2021,,592,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,unity_reed_high_school,Unity Reed High School,2022,,597,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,unity_reed_high_school,Unity Reed High School,2023,0,578,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,unity_reed_high_school,Unity Reed High School,2024,0,452,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,unity_reed_high_school,Unity Reed High School,2025,0,493,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,unity_reed_high_school,Unity Reed High School,2026,0,476,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,woodbridge_senior_high_school,Woodbridge Senior High School,2019,,622,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,woodbridge_senior_high_school,Woodbridge Senior High School,2020,,645,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,woodbridge_senior_high_school,Woodbridge Senior High School,2021,,656,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,woodbridge_senior_high_school,Woodbridge Senior High School,2022,,714,,missing_nmsf_count,nmsf_gap,missing_source,reported,false,true,missing NMSF count
Base public schools,Prince William,PWCS,woodbridge_senior_high_school,Woodbridge Senior High School,2023,0,591,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,woodbridge_senior_high_school,Woodbridge Senior High School,2024,0,672,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,woodbridge_senior_high_school,Woodbridge Senior High School,2025,0,696,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,Prince William,PWCS,woodbridge_senior_high_school,Woodbridge Senior High School,2026,0,767,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,herndon_high_school,Herndon High School,2019,3,682,0.439883,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,herndon_high_school,Herndon High School,2020,1,671,0.149031,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,herndon_high_school,Herndon High School,2021,0,583,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,herndon_high_school,Herndon High School,2022,2,600,0.333333,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,herndon_high_school,Herndon High School,2023,1,605,0.165289,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,herndon_high_school,Herndon High School,2024,0,533,0.000000,calculated,compatible,verified_zero,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,herndon_high_school,Herndon High School,2025,1,654,0.152905,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,herndon_high_school,Herndon High School,2026,2,566,0.353357,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,langley_high_school,Langley High School,2019,11,475,2.315789,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,langley_high_school,Langley High School,2020,8,482,1.659751,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,langley_high_school,Langley High School,2021,13,531,2.448211,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,langley_high_school,Langley High School,2022,8,483,1.656315,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,langley_high_school,Langley High School,2023,15,521,2.879079,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,langley_high_school,Langley High School,2024,13,515,2.524272,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,langley_high_school,Langley High School,2025,19,538,3.531599,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,langley_high_school,Langley High School,2026,23,533,4.315197,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,madison_high_school,Madison High School,2019,12,564,2.127660,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,madison_high_school,Madison High School,2020,5,548,0.912409,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,madison_high_school,Madison High School,2021,9,552,1.630435,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,madison_high_school,Madison High School,2022,4,572,0.699301,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,madison_high_school,Madison High School,2023,11,594,1.851852,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,madison_high_school,Madison High School,2024,7,525,1.333333,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,madison_high_school,Madison High School,2025,9,536,1.679104,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,madison_high_school,Madison High School,2026,8,507,1.577909,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,oakton_high_school,Oakton High School,2019,11,687,1.601164,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,oakton_high_school,Oakton High School,2020,9,662,1.359517,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,oakton_high_school,Oakton High School,2021,12,727,1.650619,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
Base public schools,FCPS Region 1,FCPS,oakton_high_school,Oakton High School,2022,7,666,1.051051,calculated,compatible,verified_count,reported,false,false,calculated from source-backed count and grade 11 enrollment
