school_group,tj_pathway,division,school_id,school,class_year,nmsf_count,nmsf_status,nmsf_count_available,nmsf_source_id,nmsf_source_title,nmsf_source_url,nmsf_source_date,nmsf_source_hash,count_missingness_note
Base public schools,Loudoun,LCPS,rock_ridge_high_school,Rock Ridge High School,2025,5,verified_count,true,patch_ashburn_2025_semifinalists,Seniors At Loudoun County Schools Named National Merit Semifinalists,https://patch.com/virginia/ashburn/seniors-loudoun-county-schools-named-national-merit-semifinalists,2024-09-11,b5e4fb749ced03ac49a0266ee2279c3301216ffe52da64905a13d431fa156b49,source-backed numeric count
Base public schools,Loudoun,LCPS,rock_ridge_high_school,Rock Ridge High School,2026,7,verified_count,true,lcps_2026_semifinalists,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,dee8196ee58b69e1fef994a65cb0b34b27f2b8fd0cb0a8fe79245d0438716bc7,source-backed numeric count
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2023,3,verified_count,true,lcps_2023_semifinalists,62 LCPS Students Named National Merit Scholarship Semifinalists,https://www.lcps.org/site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=274904&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=441768&PageID=1,2022-09-16,a43ed988b6e7b2e1953067712c4558c795ee3e33f5d4ded0398ef280394db078,source-backed numeric count
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2024,3,verified_count,true,lcps_2024_semifinalists,LCPS National Merit Semifinalists Announced,https://www.lcps.org/site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=274904&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=467748&PageID=1,2023-09-19,5ccd5743977eb9a17cf8b6ed7286444e63329702887aecbaa76858e15bd3321f,source-backed numeric count
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2025,2,verified_count,true,patch_ashburn_2025_semifinalists,Seniors At Loudoun County Schools Named National Merit Semifinalists,https://patch.com/virginia/ashburn/seniors-loudoun-county-schools-named-national-merit-semifinalists,2024-09-11,b5e4fb749ced03ac49a0266ee2279c3301216ffe52da64905a13d431fa156b49,source-backed numeric count
Base public schools,Loudoun,LCPS,stone_bridge_high_school,Stone Bridge High School,2026,4,verified_count,true,lcps_2026_semifinalists,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,dee8196ee58b69e1fef994a65cb0b34b27f2b8fd0cb0a8fe79245d0438716bc7,source-backed numeric count
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2023,2,verified_count,true,lcps_2023_semifinalists,62 LCPS Students Named National Merit Scholarship Semifinalists,https://www.lcps.org/site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=274904&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=441768&PageID=1,2022-09-16,a43ed988b6e7b2e1953067712c4558c795ee3e33f5d4ded0398ef280394db078,source-backed numeric count
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2024,1,verified_count,true,lcps_2024_semifinalists,LCPS National Merit Semifinalists Announced,https://www.lcps.org/site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=274904&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=467748&PageID=1,2023-09-19,5ccd5743977eb9a17cf8b6ed7286444e63329702887aecbaa76858e15bd3321f,source-backed numeric count
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2025,0,verified_zero,true,lcps_2025_named_list_reconciliation,Class 2025 LCPS named-list school-scope reconciliation,https://www.lcps.org/article/1786023,2026-07-16,efc152779eb0500a59a7957444dcedef20bfca555ae7c5b43c5a57c2b8975dcd,source-backed numeric count
Base public schools,Loudoun,LCPS,tuscarora_high_school,Tuscarora High School,2026,0,verified_zero,true,lcps_2026_semifinalists,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,dee8196ee58b69e1fef994a65cb0b34b27f2b8fd0cb0a8fe79245d0438716bc7,source-backed numeric count
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2023,1,verified_count,true,lcps_2023_semifinalists,62 LCPS Students Named National Merit Scholarship Semifinalists,https://www.lcps.org/site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=274904&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=441768&PageID=1,2022-09-16,a43ed988b6e7b2e1953067712c4558c795ee3e33f5d4ded0398ef280394db078,source-backed numeric count
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2024,0,verified_zero,true,lcps_2024_semifinalists,LCPS National Merit Semifinalists Announced,https://www.lcps.org/site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=274904&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=467748&PageID=1,2023-09-19,5ccd5743977eb9a17cf8b6ed7286444e63329702887aecbaa76858e15bd3321f,source-backed numeric count
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2025,0,verified_zero,true,lcps_2025_named_list_reconciliation,Class 2025 LCPS named-list school-scope reconciliation,https://www.lcps.org/article/1786023,2026-07-16,efc152779eb0500a59a7957444dcedef20bfca555ae7c5b43c5a57c2b8975dcd,source-backed numeric count
Base public schools,Loudoun,LCPS,woodgrove_high_school,Woodgrove High School,2026,2,verified_count,true,lcps_2026_semifinalists,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,dee8196ee58b69e1fef994a65cb0b34b27f2b8fd0cb0a8fe79245d0438716bc7,source-backed numeric count
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2023,0,verified_zero,true,pwcs_2023_semifinalists,Prince William County students named 2023 National Merit Scholarship semifinalists,https://www.pwcs.edu/news/2022/09/pwcs_national_merit_semifinalists,2022-09-22,db105b5cee45ffbc73ebba68fba356d69647e0be83efcec509bd201988d5315d,source-backed numeric count
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2024,0,verified_zero,true,pwcs_2024_semifinalists,Prince William County Students Named 2024 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2023/09/pwcs_national_merit_scholarship_semifinalists,2023-09-27,a1e68618fdd88b90124d900c987cccdb36d1af2c5550c377bc3fe96829fe81e2,source-backed numeric count
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2025,2,verified_count,true,pwcs_2025_semifinalists,Six Prince William County Public Schools students named 2025 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2024/09/six_pwcs_students_named_2025_national_merit_semifinalists,2024-09-12,fab4f591eeb5a05e5a8c7f13e1f6f11490417f4b4a4964d28abafe973fdebe0c,source-backed numeric count
Base public schools,Prince William,PWCS,battlefield_high_school,Battlefield High School,2026,2,verified_count,true,pwcs_2026_semifinalists,Six students named National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2025/09/national_merit_scholarship_semifinalists,2025-09-11,47bee6803fa605d4a02e3a3f9de67042c65cf48121f5109aefdfe40a2bfa3570,source-backed numeric count
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2023,0,verified_zero,true,pwcs_2023_semifinalists,Prince William County students named 2023 National Merit Scholarship semifinalists,https://www.pwcs.edu/news/2022/09/pwcs_national_merit_semifinalists,2022-09-22,db105b5cee45ffbc73ebba68fba356d69647e0be83efcec509bd201988d5315d,source-backed numeric count
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2024,0,verified_zero,true,pwcs_2024_semifinalists,Prince William County Students Named 2024 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2023/09/pwcs_national_merit_scholarship_semifinalists,2023-09-27,a1e68618fdd88b90124d900c987cccdb36d1af2c5550c377bc3fe96829fe81e2,source-backed numeric count
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2025,0,verified_zero,true,pwcs_2025_semifinalists,Six Prince William County Public Schools students named 2025 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2024/09/six_pwcs_students_named_2025_national_merit_semifinalists,2024-09-12,fab4f591eeb5a05e5a8c7f13e1f6f11490417f4b4a4964d28abafe973fdebe0c,source-backed numeric count
Base public schools,Prince William,PWCS,brentsville_district_high_school,Brentsville District High School,2026,0,verified_zero,true,pwcs_2026_semifinalists,Six students named National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2025/09/national_merit_scholarship_semifinalists,2025-09-11,47bee6803fa605d4a02e3a3f9de67042c65cf48121f5109aefdfe40a2bfa3570,source-backed numeric count
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2023,0,verified_zero,true,pwcs_2023_semifinalists,Prince William County students named 2023 National Merit Scholarship semifinalists,https://www.pwcs.edu/news/2022/09/pwcs_national_merit_semifinalists,2022-09-22,db105b5cee45ffbc73ebba68fba356d69647e0be83efcec509bd201988d5315d,source-backed numeric count
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2024,0,verified_zero,true,pwcs_2024_semifinalists,Prince William County Students Named 2024 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2023/09/pwcs_national_merit_scholarship_semifinalists,2023-09-27,a1e68618fdd88b90124d900c987cccdb36d1af2c5550c377bc3fe96829fe81e2,source-backed numeric count
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2025,0,verified_zero,true,pwcs_2025_semifinalists,Six Prince William County Public Schools students named 2025 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2024/09/six_pwcs_students_named_2025_national_merit_semifinalists,2024-09-12,fab4f591eeb5a05e5a8c7f13e1f6f11490417f4b4a4964d28abafe973fdebe0c,source-backed numeric count
Base public schools,Prince William,PWCS,c_d_hylton_high_school,C.D. Hylton High School,2026,1,verified_count,true,pwcs_2026_semifinalists,Six students named National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2025/09/national_merit_scholarship_semifinalists,2025-09-11,47bee6803fa605d4a02e3a3f9de67042c65cf48121f5109aefdfe40a2bfa3570,source-backed numeric count
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2023,0,verified_zero,true,pwcs_2023_semifinalists,Prince William County students named 2023 National Merit Scholarship semifinalists,https://www.pwcs.edu/news/2022/09/pwcs_national_merit_semifinalists,2022-09-22,db105b5cee45ffbc73ebba68fba356d69647e0be83efcec509bd201988d5315d,source-backed numeric count
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2024,0,verified_zero,true,pwcs_2024_semifinalists,Prince William County Students Named 2024 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2023/09/pwcs_national_merit_scholarship_semifinalists,2023-09-27,a1e68618fdd88b90124d900c987cccdb36d1af2c5550c377bc3fe96829fe81e2,source-backed numeric count
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2025,1,verified_count,true,pwcs_2025_semifinalists,Six Prince William County Public Schools students named 2025 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2024/09/six_pwcs_students_named_2025_national_merit_semifinalists,2024-09-12,fab4f591eeb5a05e5a8c7f13e1f6f11490417f4b4a4964d28abafe973fdebe0c,source-backed numeric count
Base public schools,Prince William,PWCS,charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,2026,1,verified_count,true,pwcs_2026_semifinalists,Six students named National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2025/09/national_merit_scholarship_semifinalists,2025-09-11,47bee6803fa605d4a02e3a3f9de67042c65cf48121f5109aefdfe40a2bfa3570,source-backed numeric count
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2023,0,verified_zero,true,pwcs_2023_semifinalists,Prince William County students named 2023 National Merit Scholarship semifinalists,https://www.pwcs.edu/news/2022/09/pwcs_national_merit_semifinalists,2022-09-22,db105b5cee45ffbc73ebba68fba356d69647e0be83efcec509bd201988d5315d,source-backed numeric count
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2024,0,verified_zero,true,pwcs_2024_semifinalists,Prince William County Students Named 2024 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2023/09/pwcs_national_merit_scholarship_semifinalists,2023-09-27,a1e68618fdd88b90124d900c987cccdb36d1af2c5550c377bc3fe96829fe81e2,source-backed numeric count
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2025,1,verified_count,true,pwcs_2025_semifinalists,Six Prince William County Public Schools students named 2025 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2024/09/six_pwcs_students_named_2025_national_merit_semifinalists,2024-09-12,fab4f591eeb5a05e5a8c7f13e1f6f11490417f4b4a4964d28abafe973fdebe0c,source-backed numeric count
Base public schools,Prince William,PWCS,forest_park_high_school,Forest Park High School,2026,0,verified_zero,true,pwcs_2026_semifinalists,Six students named National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2025/09/national_merit_scholarship_semifinalists,2025-09-11,47bee6803fa605d4a02e3a3f9de67042c65cf48121f5109aefdfe40a2bfa3570,source-backed numeric count
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2023,0,verified_zero,true,pwcs_2023_semifinalists,Prince William County students named 2023 National Merit Scholarship semifinalists,https://www.pwcs.edu/news/2022/09/pwcs_national_merit_semifinalists,2022-09-22,db105b5cee45ffbc73ebba68fba356d69647e0be83efcec509bd201988d5315d,source-backed numeric count
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2024,0,verified_zero,true,pwcs_2024_semifinalists,Prince William County Students Named 2024 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2023/09/pwcs_national_merit_scholarship_semifinalists,2023-09-27,a1e68618fdd88b90124d900c987cccdb36d1af2c5550c377bc3fe96829fe81e2,source-backed numeric count
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2025,0,verified_zero,true,pwcs_2025_semifinalists,Six Prince William County Public Schools students named 2025 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2024/09/six_pwcs_students_named_2025_national_merit_semifinalists,2024-09-12,fab4f591eeb5a05e5a8c7f13e1f6f11490417f4b4a4964d28abafe973fdebe0c,source-backed numeric count
Base public schools,Prince William,PWCS,freedom_high_school_woodbridge,Freedom High School (Woodbridge),2026,0,verified_zero,true,pwcs_2026_semifinalists,Six students named National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2025/09/national_merit_scholarship_semifinalists,2025-09-11,47bee6803fa605d4a02e3a3f9de67042c65cf48121f5109aefdfe40a2bfa3570,source-backed numeric count
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2019,,not_operating,false,,,,,,school not operating for class year
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2020,,not_operating,false,,,,,,school not operating for class year
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2021,,not_operating,false,,,,,,school not operating for class year
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2022,,not_operating,false,,,,,,school not operating for class year
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2023,0,verified_zero,true,pwcs_2023_semifinalists,Prince William County students named 2023 National Merit Scholarship semifinalists,https://www.pwcs.edu/news/2022/09/pwcs_national_merit_semifinalists,2022-09-22,db105b5cee45ffbc73ebba68fba356d69647e0be83efcec509bd201988d5315d,source-backed numeric count
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2024,0,verified_zero,true,pwcs_2024_semifinalists,Prince William County Students Named 2024 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2023/09/pwcs_national_merit_scholarship_semifinalists,2023-09-27,a1e68618fdd88b90124d900c987cccdb36d1af2c5550c377bc3fe96829fe81e2,source-backed numeric count
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2025,0,verified_zero,true,pwcs_2025_semifinalists,Six Prince William County Public Schools students named 2025 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2024/09/six_pwcs_students_named_2025_national_merit_semifinalists,2024-09-12,fab4f591eeb5a05e5a8c7f13e1f6f11490417f4b4a4964d28abafe973fdebe0c,source-backed numeric count
Base public schools,Prince William,PWCS,gainesville_high_school,Gainesville High School,2026,1,verified_count,true,pwcs_2026_semifinalists,Six students named National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2025/09/national_merit_scholarship_semifinalists,2025-09-11,47bee6803fa605d4a02e3a3f9de67042c65cf48121f5109aefdfe40a2bfa3570,source-backed numeric count
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2023,0,verified_zero,true,pwcs_2023_semifinalists,Prince William County students named 2023 National Merit Scholarship semifinalists,https://www.pwcs.edu/news/2022/09/pwcs_national_merit_semifinalists,2022-09-22,db105b5cee45ffbc73ebba68fba356d69647e0be83efcec509bd201988d5315d,source-backed numeric count
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2024,0,verified_zero,true,pwcs_2024_semifinalists,Prince William County Students Named 2024 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2023/09/pwcs_national_merit_scholarship_semifinalists,2023-09-27,a1e68618fdd88b90124d900c987cccdb36d1af2c5550c377bc3fe96829fe81e2,source-backed numeric count
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2025,0,verified_zero,true,pwcs_2025_semifinalists,Six Prince William County Public Schools students named 2025 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2024/09/six_pwcs_students_named_2025_national_merit_semifinalists,2024-09-12,fab4f591eeb5a05e5a8c7f13e1f6f11490417f4b4a4964d28abafe973fdebe0c,source-backed numeric count
Base public schools,Prince William,PWCS,gar_field_high_school,Gar-Field High School,2026,0,verified_zero,true,pwcs_2026_semifinalists,Six students named National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2025/09/national_merit_scholarship_semifinalists,2025-09-11,47bee6803fa605d4a02e3a3f9de67042c65cf48121f5109aefdfe40a2bfa3570,source-backed numeric count
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2023,2,verified_count,true,pwcs_2023_semifinalists,Prince William County students named 2023 National Merit Scholarship semifinalists,https://www.pwcs.edu/news/2022/09/pwcs_national_merit_semifinalists,2022-09-22,db105b5cee45ffbc73ebba68fba356d69647e0be83efcec509bd201988d5315d,source-backed numeric count
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2024,1,verified_count,true,pwcs_2024_semifinalists,Prince William County Students Named 2024 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2023/09/pwcs_national_merit_scholarship_semifinalists,2023-09-27,a1e68618fdd88b90124d900c987cccdb36d1af2c5550c377bc3fe96829fe81e2,source-backed numeric count
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2025,1,verified_count,true,pwcs_2025_semifinalists,Six Prince William County Public Schools students named 2025 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2024/09/six_pwcs_students_named_2025_national_merit_semifinalists,2024-09-12,fab4f591eeb5a05e5a8c7f13e1f6f11490417f4b4a4964d28abafe973fdebe0c,source-backed numeric count
Base public schools,Prince William,PWCS,osbourn_park_high_school,Osbourn Park High School,2026,0,verified_zero,true,pwcs_2026_semifinalists,Six students named National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2025/09/national_merit_scholarship_semifinalists,2025-09-11,47bee6803fa605d4a02e3a3f9de67042c65cf48121f5109aefdfe40a2bfa3570,source-backed numeric count
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2019,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2020,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2021,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2022,,missing_source,false,,,,,,missing NMSF source; not treated as zero
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2023,0,verified_zero,true,pwcs_2023_semifinalists,Prince William County students named 2023 National Merit Scholarship semifinalists,https://www.pwcs.edu/news/2022/09/pwcs_national_merit_semifinalists,2022-09-22,db105b5cee45ffbc73ebba68fba356d69647e0be83efcec509bd201988d5315d,source-backed numeric count
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2024,1,verified_count,true,pwcs_2024_semifinalists,Prince William County Students Named 2024 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2023/09/pwcs_national_merit_scholarship_semifinalists,2023-09-27,a1e68618fdd88b90124d900c987cccdb36d1af2c5550c377bc3fe96829fe81e2,source-backed numeric count
Base public schools,Prince William,PWCS,patriot_high_school,Patriot High School,2025,1,verified_count,true,pwcs_2025_semifinalists,Six Prince William County Public Schools students named 2025 National Merit Scholarship Semifinalists,https://www.pwcs.edu/news/2024/09/six_pwcs_students_named_2025_national_merit_semifinalists,2024-09-12,fab4f591eeb5a05e5a8c7f13e1f6f11490417f4b4a4964d28abafe973fdebe0c,source-backed numeric count
