school_group,tj_pathway,division,school_id,school,class_year,nmsf_count,nmsf_status,nmsf_count_available,nmsf_source_id,nmsf_source_title,nmsf_source_url,nmsf_source_date,nmsf_source_hash,count_missingness_note
Base public schools,FCPS Region 1,FCPS,south_lakes_high_school,South Lakes High School,2022,3,verified_count,true,fcps_2022_semifinalists,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,6feb7c55aa966f68923068bd3f6c827a27c6d2bc2add7d28401ca67b3563343e,source-backed numeric count
Base public schools,FCPS Region 1,FCPS,south_lakes_high_school,South Lakes High School,2023,0,verified_zero,true,fcps_2023_semifinalists,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,6dc3b580f3c2ff4eebb2e6f779597cae627025d129d0c59527c239cf4b42b48c,source-backed numeric count
Base public schools,FCPS Region 1,FCPS,south_lakes_high_school,South Lakes High School,2024,0,verified_zero,true,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,source-backed numeric count
Base public schools,FCPS Region 1,FCPS,south_lakes_high_school,South Lakes High School,2025,3,verified_count,true,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,source-backed numeric count
Base public schools,FCPS Region 1,FCPS,south_lakes_high_school,South Lakes High School,2026,1,verified_count,true,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,annandale_high_school,Annandale High School,2019,0,verified_zero,true,fcps_2019_semifinalists,Two Hundred Fifty-Four Students Named 2019 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-fifty-four-students-named-2019-national-merit-semifinalists,2018-09-12,7ca025b24cb855ecdd509b838d06501cd83c5ecc0d742a08e94f72e8c63c89f7,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,annandale_high_school,Annandale High School,2020,2,verified_count,true,fcps_2020_semifinalists,Two Hundred Thirty-Seven Students Named 2020 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-seven-students-named-2020-national-merit-semifinalists,2019-09-17,8f2a3b99db001969cd396fa754a53ec050f1013dde5b75373f4eb48351bf9bd7,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,annandale_high_school,Annandale High School,2021,0,verified_zero,true,fcps_2021_semifinalists,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,beeecaa63722d010117caae680e53bcdafbbcca0ad0b54a5c19363843d5fc10c,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,annandale_high_school,Annandale High School,2022,0,verified_zero,true,fcps_2022_semifinalists,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,6feb7c55aa966f68923068bd3f6c827a27c6d2bc2add7d28401ca67b3563343e,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,annandale_high_school,Annandale High School,2023,0,verified_zero,true,fcps_2023_semifinalists,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,6dc3b580f3c2ff4eebb2e6f779597cae627025d129d0c59527c239cf4b42b48c,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,annandale_high_school,Annandale High School,2024,1,verified_count,true,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,annandale_high_school,Annandale High School,2025,0,verified_zero,true,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,annandale_high_school,Annandale High School,2026,0,verified_zero,true,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,falls_church_high_school,Falls Church High School,2019,1,verified_count,true,fcps_2019_semifinalists,Two Hundred Fifty-Four Students Named 2019 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-fifty-four-students-named-2019-national-merit-semifinalists,2018-09-12,7ca025b24cb855ecdd509b838d06501cd83c5ecc0d742a08e94f72e8c63c89f7,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,falls_church_high_school,Falls Church High School,2020,1,verified_count,true,fcps_2020_semifinalists,Two Hundred Thirty-Seven Students Named 2020 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-seven-students-named-2020-national-merit-semifinalists,2019-09-17,8f2a3b99db001969cd396fa754a53ec050f1013dde5b75373f4eb48351bf9bd7,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,falls_church_high_school,Falls Church High School,2021,1,verified_count,true,fcps_2021_semifinalists,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,beeecaa63722d010117caae680e53bcdafbbcca0ad0b54a5c19363843d5fc10c,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,falls_church_high_school,Falls Church High School,2022,0,verified_zero,true,fcps_2022_semifinalists,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,6feb7c55aa966f68923068bd3f6c827a27c6d2bc2add7d28401ca67b3563343e,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,falls_church_high_school,Falls Church High School,2023,0,verified_zero,true,fcps_2023_semifinalists,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,6dc3b580f3c2ff4eebb2e6f779597cae627025d129d0c59527c239cf4b42b48c,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,falls_church_high_school,Falls Church High School,2024,0,verified_zero,true,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,falls_church_high_school,Falls Church High School,2025,0,verified_zero,true,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,falls_church_high_school,Falls Church High School,2026,1,verified_count,true,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,justice_high_school,Justice High School,2019,0,verified_zero,true,fcps_2019_semifinalists,Two Hundred Fifty-Four Students Named 2019 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-fifty-four-students-named-2019-national-merit-semifinalists,2018-09-12,7ca025b24cb855ecdd509b838d06501cd83c5ecc0d742a08e94f72e8c63c89f7,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,justice_high_school,Justice High School,2020,0,verified_zero,true,fcps_2020_semifinalists,Two Hundred Thirty-Seven Students Named 2020 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-seven-students-named-2020-national-merit-semifinalists,2019-09-17,8f2a3b99db001969cd396fa754a53ec050f1013dde5b75373f4eb48351bf9bd7,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,justice_high_school,Justice High School,2021,0,verified_zero,true,fcps_2021_semifinalists,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,beeecaa63722d010117caae680e53bcdafbbcca0ad0b54a5c19363843d5fc10c,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,justice_high_school,Justice High School,2022,0,verified_zero,true,fcps_2022_semifinalists,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,6feb7c55aa966f68923068bd3f6c827a27c6d2bc2add7d28401ca67b3563343e,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,justice_high_school,Justice High School,2023,0,verified_zero,true,fcps_2023_semifinalists,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,6dc3b580f3c2ff4eebb2e6f779597cae627025d129d0c59527c239cf4b42b48c,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,justice_high_school,Justice High School,2024,0,verified_zero,true,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,justice_high_school,Justice High School,2025,0,verified_zero,true,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,justice_high_school,Justice High School,2026,1,verified_count,true,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,marshall_high_school,Marshall High School,2019,4,verified_count,true,fcps_2019_semifinalists,Two Hundred Fifty-Four Students Named 2019 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-fifty-four-students-named-2019-national-merit-semifinalists,2018-09-12,7ca025b24cb855ecdd509b838d06501cd83c5ecc0d742a08e94f72e8c63c89f7,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,marshall_high_school,Marshall High School,2020,3,verified_count,true,fcps_2020_semifinalists,Two Hundred Thirty-Seven Students Named 2020 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-seven-students-named-2020-national-merit-semifinalists,2019-09-17,8f2a3b99db001969cd396fa754a53ec050f1013dde5b75373f4eb48351bf9bd7,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,marshall_high_school,Marshall High School,2021,6,verified_count,true,fcps_2021_semifinalists,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,beeecaa63722d010117caae680e53bcdafbbcca0ad0b54a5c19363843d5fc10c,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,marshall_high_school,Marshall High School,2022,4,verified_count,true,fcps_2022_semifinalists,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,6feb7c55aa966f68923068bd3f6c827a27c6d2bc2add7d28401ca67b3563343e,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,marshall_high_school,Marshall High School,2023,7,verified_count,true,fcps_2023_semifinalists,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,6dc3b580f3c2ff4eebb2e6f779597cae627025d129d0c59527c239cf4b42b48c,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,marshall_high_school,Marshall High School,2024,6,verified_count,true,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,marshall_high_school,Marshall High School,2025,5,verified_count,true,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,marshall_high_school,Marshall High School,2026,15,verified_count,true,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,mclean_high_school,McLean High School,2019,10,verified_count,true,fcps_2019_semifinalists,Two Hundred Fifty-Four Students Named 2019 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-fifty-four-students-named-2019-national-merit-semifinalists,2018-09-12,7ca025b24cb855ecdd509b838d06501cd83c5ecc0d742a08e94f72e8c63c89f7,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,mclean_high_school,McLean High School,2020,7,verified_count,true,fcps_2020_semifinalists,Two Hundred Thirty-Seven Students Named 2020 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-seven-students-named-2020-national-merit-semifinalists,2019-09-17,8f2a3b99db001969cd396fa754a53ec050f1013dde5b75373f4eb48351bf9bd7,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,mclean_high_school,McLean High School,2021,11,verified_count,true,fcps_2021_semifinalists,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,beeecaa63722d010117caae680e53bcdafbbcca0ad0b54a5c19363843d5fc10c,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,mclean_high_school,McLean High School,2022,13,verified_count,true,fcps_2022_semifinalists,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,6feb7c55aa966f68923068bd3f6c827a27c6d2bc2add7d28401ca67b3563343e,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,mclean_high_school,McLean High School,2023,23,verified_count,true,fcps_2023_semifinalists,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,6dc3b580f3c2ff4eebb2e6f779597cae627025d129d0c59527c239cf4b42b48c,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,mclean_high_school,McLean High School,2024,15,verified_count,true,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,mclean_high_school,McLean High School,2025,16,verified_count,true,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,source-backed numeric count
Base public schools,FCPS Region 2,FCPS,mclean_high_school,McLean High School,2026,20,verified_count,true,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,edison_high_school,Edison High School,2019,2,verified_count,true,fcps_2019_semifinalists,Two Hundred Fifty-Four Students Named 2019 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-fifty-four-students-named-2019-national-merit-semifinalists,2018-09-12,7ca025b24cb855ecdd509b838d06501cd83c5ecc0d742a08e94f72e8c63c89f7,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,edison_high_school,Edison High School,2020,1,verified_count,true,fcps_2020_semifinalists,Two Hundred Thirty-Seven Students Named 2020 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-seven-students-named-2020-national-merit-semifinalists,2019-09-17,8f2a3b99db001969cd396fa754a53ec050f1013dde5b75373f4eb48351bf9bd7,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,edison_high_school,Edison High School,2021,0,verified_zero,true,fcps_2021_semifinalists,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,beeecaa63722d010117caae680e53bcdafbbcca0ad0b54a5c19363843d5fc10c,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,edison_high_school,Edison High School,2022,0,verified_zero,true,fcps_2022_semifinalists,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,6feb7c55aa966f68923068bd3f6c827a27c6d2bc2add7d28401ca67b3563343e,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,edison_high_school,Edison High School,2023,1,verified_count,true,fcps_2023_semifinalists,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,6dc3b580f3c2ff4eebb2e6f779597cae627025d129d0c59527c239cf4b42b48c,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,edison_high_school,Edison High School,2024,0,verified_zero,true,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,edison_high_school,Edison High School,2025,2,verified_count,true,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,edison_high_school,Edison High School,2026,2,verified_count,true,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,hayfield_secondary_school_hs,Hayfield Secondary School (HS),2019,1,verified_count,true,fcps_2019_semifinalists,Two Hundred Fifty-Four Students Named 2019 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-fifty-four-students-named-2019-national-merit-semifinalists,2018-09-12,7ca025b24cb855ecdd509b838d06501cd83c5ecc0d742a08e94f72e8c63c89f7,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,hayfield_secondary_school_hs,Hayfield Secondary School (HS),2020,0,verified_zero,true,fcps_2020_semifinalists,Two Hundred Thirty-Seven Students Named 2020 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-seven-students-named-2020-national-merit-semifinalists,2019-09-17,8f2a3b99db001969cd396fa754a53ec050f1013dde5b75373f4eb48351bf9bd7,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,hayfield_secondary_school_hs,Hayfield Secondary School (HS),2021,0,verified_zero,true,fcps_2021_semifinalists,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,beeecaa63722d010117caae680e53bcdafbbcca0ad0b54a5c19363843d5fc10c,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,hayfield_secondary_school_hs,Hayfield Secondary School (HS),2022,1,verified_count,true,fcps_2022_semifinalists,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,6feb7c55aa966f68923068bd3f6c827a27c6d2bc2add7d28401ca67b3563343e,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,hayfield_secondary_school_hs,Hayfield Secondary School (HS),2023,0,verified_zero,true,fcps_2023_semifinalists,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,6dc3b580f3c2ff4eebb2e6f779597cae627025d129d0c59527c239cf4b42b48c,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,hayfield_secondary_school_hs,Hayfield Secondary School (HS),2024,0,verified_zero,true,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,hayfield_secondary_school_hs,Hayfield Secondary School (HS),2025,1,verified_count,true,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,hayfield_secondary_school_hs,Hayfield Secondary School (HS),2026,0,verified_zero,true,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,lewis_high_school,Lewis High School,2019,0,verified_zero,true,fcps_2019_semifinalists,Two Hundred Fifty-Four Students Named 2019 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-fifty-four-students-named-2019-national-merit-semifinalists,2018-09-12,7ca025b24cb855ecdd509b838d06501cd83c5ecc0d742a08e94f72e8c63c89f7,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,lewis_high_school,Lewis High School,2020,0,verified_zero,true,fcps_2020_semifinalists,Two Hundred Thirty-Seven Students Named 2020 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-seven-students-named-2020-national-merit-semifinalists,2019-09-17,8f2a3b99db001969cd396fa754a53ec050f1013dde5b75373f4eb48351bf9bd7,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,lewis_high_school,Lewis High School,2021,0,verified_zero,true,fcps_2021_semifinalists,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,beeecaa63722d010117caae680e53bcdafbbcca0ad0b54a5c19363843d5fc10c,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,lewis_high_school,Lewis High School,2022,0,verified_zero,true,fcps_2022_semifinalists,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,6feb7c55aa966f68923068bd3f6c827a27c6d2bc2add7d28401ca67b3563343e,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,lewis_high_school,Lewis High School,2023,1,verified_count,true,fcps_2023_semifinalists,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,6dc3b580f3c2ff4eebb2e6f779597cae627025d129d0c59527c239cf4b42b48c,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,lewis_high_school,Lewis High School,2024,0,verified_zero,true,fcps_2024_semifinalists,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,3eb4c9eb50b4369dc0125e0b6a7ed7b889954460e07a9b32c86c6b4f24af287a,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,lewis_high_school,Lewis High School,2025,0,verified_zero,true,fcps_2025_semifinalists,191 FCPS Students Named 2025 National Merit Semifinalists,https://www.fcps.edu/news/191-fcps-students-named-2025-national-merit-semifinalists,2024-09-12,3bd8166a9806cc11cef97772210b09161eb5f74a99eac7c22a718dc4b32d3902,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,lewis_high_school,Lewis High School,2026,0,verified_zero,true,fcps_2026_semifinalists,262 FCPS Students Named 2026 National Merit Semifinalists,https://www.fcps.edu/news/262-fcps-students-named-2026-national-merit-semifinalists-0,2025-09-11,d74b3aef8369eb2eec2204c452ace892ca8de8bbc0ff8f7e9a3254ed723daaa3,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,mount_vernon_high_school,Mount Vernon High School,2019,0,verified_zero,true,fcps_2019_semifinalists,Two Hundred Fifty-Four Students Named 2019 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-fifty-four-students-named-2019-national-merit-semifinalists,2018-09-12,7ca025b24cb855ecdd509b838d06501cd83c5ecc0d742a08e94f72e8c63c89f7,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,mount_vernon_high_school,Mount Vernon High School,2020,0,verified_zero,true,fcps_2020_semifinalists,Two Hundred Thirty-Seven Students Named 2020 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-seven-students-named-2020-national-merit-semifinalists,2019-09-17,8f2a3b99db001969cd396fa754a53ec050f1013dde5b75373f4eb48351bf9bd7,source-backed numeric count
Base public schools,FCPS Region 3,FCPS,mount_vernon_high_school,Mount Vernon High School,2021,0,verified_zero,true,fcps_2021_semifinalists,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,beeecaa63722d010117caae680e53bcdafbbcca0ad0b54a5c19363843d5fc10c,source-backed numeric count
