comparison,balanced_base_public_count_change,tjhsst_count_change,balanced_public_including_tj_count_change,base_gain_as_pct_of_tj_decline,interpretation
classes_2023_2024_vs_2025_2026,67.000000,-103.000000,-36.000000,65.048544,arithmetic decomposition only; not a causal displacement estimate
