source_id,class_year,school_name_source,nmsf_count,source_title,source_url,publication_date,retrieval_date,snapshot_record_type,snapshot_notes
lcps_2026_semifinalists,2026,Briar Woods High School,8,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Broad Run High School,3,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,John Champe High School,3,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Dominion High School,3,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Freedom High School,7,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Heritage High School,1,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Independence High School,8,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Lightridge High School,5,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Potomac Falls High School,1,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Riverside High School,5,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Rock Ridge High School,7,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Stone Bridge High School,4,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Woodgrove High School,2,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,observation_count,student names intentionally omitted
lcps_2026_semifinalists,2026,Thomas Jefferson High School for Science and Technology,12,Sixty-nine LCPS Students Named 2026 National Merit Semifinalists,https://www.lcps.org/o/lcps/article/2436621,2025-09-22,2026-06-19,excluded_tjhsst_resident_subset,excluded from panel because TJHSST is maintained as one school row from the FCPS/TJHSST release
