school_id,school,class_year,grade11_school_year,grade11_enrollment,enrollment_status,enrollment_source_title,enrollment_source_url,enrollment_source_date,enrollment_source_hash,enrollment_source_file,enrollment_source_rows,enrollment_source_variable,nces_school_id
freedom_high_school_south_riding,Freedom High School (South Riding),2023,2021-22,501,reported,"NCES CCD 2021-22 Public Elementary/Secondary School Universe Survey Data, v.1a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_SCH_052_2122_l_1a_071722.zip,2022-07-17,2c10f2bc915608c9eb1a84a6cb7a7b833a42b4149eb98b4a85e4a09309d4fd7b,ccd_SCH_052_2122_l_1a_071722.zip,10355785,GRADE=11 total STUDENT_COUNT,510225002447
freedom_high_school_woodbridge,Freedom High School (Woodbridge),2023,2021-22,470,reported,"NCES CCD 2021-22 Public Elementary/Secondary School Universe Survey Data, v.1a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_SCH_052_2122_l_1a_071722.zip,2022-07-17,2c10f2bc915608c9eb1a84a6cb7a7b833a42b4149eb98b4a85e4a09309d4fd7b,ccd_SCH_052_2122_l_1a_071722.zip,10397620,GRADE=11 total STUDENT_COUNT,510313002458
freedom_high_school_south_riding,Freedom High School (South Riding),2024,2022-23,508,reported,"NCES CCD 2022-23 Public Elementary/Secondary School Universe Survey Data, v.1a, School Membership",https://nces.ed.gov/ccd/data/zip/ccd_sch_052_2223_l_1a_083023.zip,2023-08-30,98f3556a9117c30c56bc5d3339b2b32fd27a1eb7def3b26e54def812ef7c493f,ccd_sch_052_2223_l_1a_083023.zip,10373457,GRADE=11 total STUDENT_COUNT,510225002447
freedom_high_school_woodbridge,Freedom High School (Woodbridge),2024,2022-23,495,reported,"NCES CCD 2022-23 Public Elementary/Secondary School Universe Survey Data, v.1a, School Membership",https://nces.ed.gov/ccd/data/zip/ccd_sch_052_2223_l_1a_083023.zip,2023-08-30,98f3556a9117c30c56bc5d3339b2b32fd27a1eb7def3b26e54def812ef7c493f,ccd_sch_052_2223_l_1a_083023.zip,10415462,GRADE=11 total STUDENT_COUNT,510313002458
freedom_high_school_south_riding,Freedom High School (South Riding),2025,2023-24,513,reported,"NCES CCD 2023-24 Public Elementary/Secondary School Universe Survey Data, v.1a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2324_l_1a_073124.zip,2024-07-31,06bd50eede0c036e4c92b6464b69f192ff3b8f9f739b403c2b218a9f6ec3e239,ccd_sch_052_2324_l_1a_073124.zip,10319435,GRADE=11 total STUDENT_COUNT,510225002447
freedom_high_school_woodbridge,Freedom High School (Woodbridge),2025,2023-24,441,reported,"NCES CCD 2023-24 Public Elementary/Secondary School Universe Survey Data, v.1a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2324_l_1a_073124.zip,2024-07-31,06bd50eede0c036e4c92b6464b69f192ff3b8f9f739b403c2b218a9f6ec3e239,ccd_sch_052_2324_l_1a_073124.zip,10361277,GRADE=11 total STUDENT_COUNT,510313002458
