school_id,school,tj_pathway,pathway_status,pathway_assignment_method,pathway_source_title,pathway_source_path,pathway_source_date,pathway_source_hash,pathway_source_note,division,district_name,sector,analytical_unit_type,nces_school_id,nces_lea_id,identifier_status,first_operating_class_year,first_operating_grade11_school_year,last_operating_class_year,last_operating_grade11_school_year,source_workbook,source_sheet,source_row,notes
edison_high_school,Edison High School,FCPS Region 3,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000461,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,47,
hayfield_secondary_school_hs,Hayfield Secondary School (HS),FCPS Region 3,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000493,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,48,
lewis_high_school,Lewis High School,FCPS Region 3,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000521,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,49,Renamed from Robert E. Lee HS (2020–21)
mount_vernon_high_school,Mount Vernon High School,FCPS Region 3,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000542,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,50,
west_potomac_high_school,West Potomac High School,FCPS Region 3,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000489,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,51,
centreville_high_school,Centreville High School,FCPS Region 4,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126002114,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,52,
lake_braddock_secondary_school_hs,Lake Braddock Secondary School (HS),FCPS Region 4,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000516,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,53,
robinson_secondary_school_hs,Robinson Secondary School (HS),FCPS Region 4,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000561,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,54,
south_county_high_school,South County High School,FCPS Region 4,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126002436,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,55,
west_springfield_high_school,West Springfield High School,FCPS Region 4,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000585,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,56,
chantilly_high_school,Chantilly High School,FCPS Region 5,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000059,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,57,
fairfax_high_school,Fairfax High School,FCPS Region 5,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000463,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,58,
westfield_high_school,Westfield High School,FCPS Region 5,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126002529,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,59,
woodson_high_school,Woodson High School,FCPS Region 5,assigned,base_school_region,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 allocates seats by each public school's 8th-grade population; the seed workbook supplies FCPS high-school-region analytical rows.,FCPS,Fairfax County Public Schools,public,public_high_school,510126000600,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,60,
thomas_jefferson_high_school_for_science_and_technology,Thomas Jefferson High School for Science and Technology,TJHSST,assigned,single_tjhsst_row,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,TJHSST remains one canonical school row per project data rules.,FCPS,Fairfax County Public Schools,public,public_governor_school,510126002034,5101260,matched_2023_24_ccd,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,61,
bishop_o_connell_high_school,Bishop O'Connell High School,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,APS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,62,
basis_independent_mclean,BASIS Independent McLean,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,63,
flint_hill_school,Flint Hill School,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,64,
the_madeira_school,The Madeira School,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,65,
oakcrest_school,Oakcrest School,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,66,
potomac_school,Potomac School,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,67,
trinity_christian_school,Trinity Christian School,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,68,
trinity_school_at_meadow_view,Trinity School at Meadow View,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,69,
immanuel_christian_high_school,Immanuel Christian High School,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,70,
ideaventions_academy_for_mathematics_science,Ideaventions Academy for Mathematics & Science,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,71,
new_school_of_northern_virginia,New School of Northern Virginia,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,72,
pinnacle_academy,Pinnacle Academy,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,FCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,73,
loudoun_school_for_advanced_studies,Loudoun School for Advanced Studies,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,LCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,74,
st_paul_vi_catholic_high_school,St. Paul VI Catholic High School,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,LCPS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,75,Campus moved from Fairfax City→Loudoun in 2020
seton_school_manassas,Seton School (Manassas),Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,PWCS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,76,
st_john_paul_the_great_catholic_high_school,St. John Paul the Great Catholic High School,Private/homeschool unallocated,unallocated_private_applicant,nonpublic_unallocated_seats,FCPS Regulation 3355.16 TJHSST Admissions,docs/source_notes/FCPS Regulation 3355.16 TJHSST Admissions.pdf,2022-05-17,ef491c14f4758e69569f180fc31e0c67e9f4fd43d46a92e4d48368877510ebf8,Regulation 3355.16 requires private-school applicants to prove residency in a cooperating division and places non-public applicants in the unallocated-seat pool; do not assign private schools by school location.,PWCS,,private,private_school,,,private_pss_id_not_ingested,2019,2017-18,,,docs/source_notes/tj psat investigation.xlsx,raw,77,
