school_id,school,sector,tj_pathway,division,district_name,class_year,grade11_school_year,grade11_enrollment,enrollment_status,enrollment_source_title,enrollment_source_url,enrollment_source_date,enrollment_source_hash,enrollment_source_file,enrollment_source_rows,enrollment_source_variable,nces_school_id,pss_ppin,pss_imputation_flag,notes
rock_ridge_high_school,Rock Ridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2022,2020-21,354,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_052,,510225002969,,,
rock_ridge_high_school,Rock Ridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2023,2021-22,340,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_052,,510225002969,,,
rock_ridge_high_school,Rock Ridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2024,2022-23,348,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_052,,510225002969,,,
rock_ridge_high_school,Rock Ridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2025,2023-24,364,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_052,,510225002969,,,
rock_ridge_high_school,Rock Ridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2026,2024-25,402,reported,"NCES CCD 2024-25 Public Elementary/Secondary School Universe Survey Data, v.2a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2425_l_1a_073025.zip,2025-07-30,4a7f660c5fc5eaae488dd02fd43498f349fc828b227edd0970d5b6995ead4d4d,ccd_sch_052_2425_l_1a_073025.zip,10297774,GRADE=11 total STUDENT_COUNT,510225002969,,,
stone_bridge_high_school,Stone Bridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2019,2017-18,384,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_055,,510225002538,,,
stone_bridge_high_school,Stone Bridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2020,2018-19,425,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_055,,510225002538,,,
stone_bridge_high_school,Stone Bridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2021,2019-20,480,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_055,,510225002538,,,
stone_bridge_high_school,Stone Bridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2022,2020-21,417,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_055,,510225002538,,,
stone_bridge_high_school,Stone Bridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2023,2021-22,416,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_055,,510225002538,,,
stone_bridge_high_school,Stone Bridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2024,2022-23,441,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_055,,510225002538,,,
stone_bridge_high_school,Stone Bridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2025,2023-24,432,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_055,,510225002538,,,
stone_bridge_high_school,Stone Bridge High School,public,Loudoun,LCPS,Loudoun County Public Schools,2026,2024-25,394,reported,"NCES CCD 2024-25 Public Elementary/Secondary School Universe Survey Data, v.2a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2425_l_1a_073025.zip,2025-07-30,4a7f660c5fc5eaae488dd02fd43498f349fc828b227edd0970d5b6995ead4d4d,ccd_sch_052_2425_l_1a_073025.zip,10295000,GRADE=11 total STUDENT_COUNT,510225002538,,,
tuscarora_high_school,Tuscarora High School,public,Loudoun,LCPS,Loudoun County Public Schools,2019,2017-18,405,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_057,,510225002817,,,
tuscarora_high_school,Tuscarora High School,public,Loudoun,LCPS,Loudoun County Public Schools,2020,2018-19,380,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_057,,510225002817,,,
tuscarora_high_school,Tuscarora High School,public,Loudoun,LCPS,Loudoun County Public Schools,2021,2019-20,327,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_057,,510225002817,,,
tuscarora_high_school,Tuscarora High School,public,Loudoun,LCPS,Loudoun County Public Schools,2022,2020-21,373,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_057,,510225002817,,,
tuscarora_high_school,Tuscarora High School,public,Loudoun,LCPS,Loudoun County Public Schools,2023,2021-22,325,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_057,,510225002817,,,
tuscarora_high_school,Tuscarora High School,public,Loudoun,LCPS,Loudoun County Public Schools,2024,2022-23,353,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_057,,510225002817,,,
tuscarora_high_school,Tuscarora High School,public,Loudoun,LCPS,Loudoun County Public Schools,2025,2023-24,380,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_057,,510225002817,,,
tuscarora_high_school,Tuscarora High School,public,Loudoun,LCPS,Loudoun County Public Schools,2026,2024-25,336,reported,"NCES CCD 2024-25 Public Elementary/Secondary School Universe Survey Data, v.2a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2425_l_1a_073025.zip,2025-07-30,4a7f660c5fc5eaae488dd02fd43498f349fc828b227edd0970d5b6995ead4d4d,ccd_sch_052_2425_l_1a_073025.zip,10296723,GRADE=11 total STUDENT_COUNT,510225002817,,,
woodgrove_high_school,Woodgrove High School,public,Loudoun,LCPS,Loudoun County Public Schools,2019,2017-18,391,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_065,,510225002812,,,
woodgrove_high_school,Woodgrove High School,public,Loudoun,LCPS,Loudoun County Public Schools,2020,2018-19,422,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_065,,510225002812,,,
woodgrove_high_school,Woodgrove High School,public,Loudoun,LCPS,Loudoun County Public Schools,2021,2019-20,399,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_065,,510225002812,,,
woodgrove_high_school,Woodgrove High School,public,Loudoun,LCPS,Loudoun County Public Schools,2022,2020-21,355,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_065,,510225002812,,,
woodgrove_high_school,Woodgrove High School,public,Loudoun,LCPS,Loudoun County Public Schools,2023,2021-22,392,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_065,,510225002812,,,
woodgrove_high_school,Woodgrove High School,public,Loudoun,LCPS,Loudoun County Public Schools,2024,2022-23,364,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_065,,510225002812,,,
woodgrove_high_school,Woodgrove High School,public,Loudoun,LCPS,Loudoun County Public Schools,2025,2023-24,402,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_065,,510225002812,,,
woodgrove_high_school,Woodgrove High School,public,Loudoun,LCPS,Loudoun County Public Schools,2026,2024-25,392,reported,"NCES CCD 2024-25 Public Elementary/Secondary School Universe Survey Data, v.2a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2425_l_1a_073025.zip,2025-07-30,4a7f660c5fc5eaae488dd02fd43498f349fc828b227edd0970d5b6995ead4d4d,ccd_sch_052_2425_l_1a_073025.zip,10296480,GRADE=11 total STUDENT_COUNT,510225002812,,,
battlefield_high_school,Battlefield High School,public,Prince William,PWCS,Prince William County Public Schools,2019,2017-18,735,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_009,,510313002457,,,
battlefield_high_school,Battlefield High School,public,Prince William,PWCS,Prince William County Public Schools,2020,2018-19,804,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_009,,510313002457,,,
battlefield_high_school,Battlefield High School,public,Prince William,PWCS,Prince William County Public Schools,2021,2019-20,704,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_009,,510313002457,,,
battlefield_high_school,Battlefield High School,public,Prince William,PWCS,Prince William County Public Schools,2022,2020-21,767,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_009,,510313002457,,,
battlefield_high_school,Battlefield High School,public,Prince William,PWCS,Prince William County Public Schools,2023,2021-22,640,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_009,,510313002457,,,
battlefield_high_school,Battlefield High School,public,Prince William,PWCS,Prince William County Public Schools,2024,2022-23,582,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_009,,510313002457,,,
battlefield_high_school,Battlefield High School,public,Prince William,PWCS,Prince William County Public Schools,2025,2023-24,551,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_009,,510313002457,,,
battlefield_high_school,Battlefield High School,public,Prince William,PWCS,Prince William County Public Schools,2026,2024-25,511,reported,"NCES CCD 2024-25 Public Elementary/Secondary School Universe Survey Data, v.2a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2425_l_1a_073025.zip,2025-07-30,4a7f660c5fc5eaae488dd02fd43498f349fc828b227edd0970d5b6995ead4d4d,ccd_sch_052_2425_l_1a_073025.zip,10336149,GRADE=11 total STUDENT_COUNT,510313002457,,,
brentsville_district_high_school,Brentsville District High School,public,Prince William,PWCS,Prince William County Public Schools,2019,2017-18,268,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_010,,510313001288,,,
brentsville_district_high_school,Brentsville District High School,public,Prince William,PWCS,Prince William County Public Schools,2020,2018-19,254,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_010,,510313001288,,,
brentsville_district_high_school,Brentsville District High School,public,Prince William,PWCS,Prince William County Public Schools,2021,2019-20,242,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_010,,510313001288,,,
brentsville_district_high_school,Brentsville District High School,public,Prince William,PWCS,Prince William County Public Schools,2022,2020-21,264,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_010,,510313001288,,,
brentsville_district_high_school,Brentsville District High School,public,Prince William,PWCS,Prince William County Public Schools,2023,2021-22,205,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_010,,510313001288,,,
brentsville_district_high_school,Brentsville District High School,public,Prince William,PWCS,Prince William County Public Schools,2024,2022-23,232,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_010,,510313001288,,,
brentsville_district_high_school,Brentsville District High School,public,Prince William,PWCS,Prince William County Public Schools,2025,2023-24,218,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_010,,510313001288,,,
brentsville_district_high_school,Brentsville District High School,public,Prince William,PWCS,Prince William County Public Schools,2026,2024-25,192,reported,"NCES CCD 2024-25 Public Elementary/Secondary School Universe Survey Data, v.2a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2425_l_1a_073025.zip,2025-07-30,4a7f660c5fc5eaae488dd02fd43498f349fc828b227edd0970d5b6995ead4d4d,ccd_sch_052_2425_l_1a_073025.zip,10329102,GRADE=11 total STUDENT_COUNT,510313001288,,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,public,Prince William,PWCS,Prince William County Public Schools,2019,2017-18,486,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_016,,510313003025,,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,public,Prince William,PWCS,Prince William County Public Schools,2020,2018-19,672,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_016,,510313003025,,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,public,Prince William,PWCS,Prince William County Public Schools,2021,2019-20,712,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_016,,510313003025,,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,public,Prince William,PWCS,Prince William County Public Schools,2022,2020-21,692,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_016,,510313003025,,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,public,Prince William,PWCS,Prince William County Public Schools,2023,2021-22,690,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_016,,510313003025,,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,public,Prince William,PWCS,Prince William County Public Schools,2024,2022-23,762,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_016,,510313003025,,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,public,Prince William,PWCS,Prince William County Public Schools,2025,2023-24,684,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_016,,510313003025,,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,public,Prince William,PWCS,Prince William County Public Schools,2026,2024-25,703,reported,"NCES CCD 2024-25 Public Elementary/Secondary School Universe Survey Data, v.2a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2425_l_1a_073025.zip,2025-07-30,4a7f660c5fc5eaae488dd02fd43498f349fc828b227edd0970d5b6995ead4d4d,ccd_sch_052_2425_l_1a_073025.zip,10338221,GRADE=11 total STUDENT_COUNT,510313003025,,,
forest_park_high_school,Forest Park High School,public,Prince William,PWCS,Prince William County Public Schools,2019,2017-18,519,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_021,,510313002542,,,
forest_park_high_school,Forest Park High School,public,Prince William,PWCS,Prince William County Public Schools,2020,2018-19,517,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_021,,510313002542,,,
forest_park_high_school,Forest Park High School,public,Prince William,PWCS,Prince William County Public Schools,2021,2019-20,486,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_021,,510313002542,,,
forest_park_high_school,Forest Park High School,public,Prince William,PWCS,Prince William County Public Schools,2022,2020-21,566,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_021,,510313002542,,,
forest_park_high_school,Forest Park High School,public,Prince William,PWCS,Prince William County Public Schools,2023,2021-22,564,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_021,,510313002542,,,
forest_park_high_school,Forest Park High School,public,Prince William,PWCS,Prince William County Public Schools,2024,2022-23,504,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_021,,510313002542,,,
forest_park_high_school,Forest Park High School,public,Prince William,PWCS,Prince William County Public Schools,2025,2023-24,593,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_021,,510313002542,,,
forest_park_high_school,Forest Park High School,public,Prince William,PWCS,Prince William County Public Schools,2026,2024-25,534,reported,"NCES CCD 2024-25 Public Elementary/Secondary School Universe Survey Data, v.2a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2425_l_1a_073025.zip,2025-07-30,4a7f660c5fc5eaae488dd02fd43498f349fc828b227edd0970d5b6995ead4d4d,ccd_sch_052_2425_l_1a_073025.zip,10336315,GRADE=11 total STUDENT_COUNT,510313002542,,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),public,Prince William,PWCS,Prince William County Public Schools,2019,2017-18,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_022;sheet6_row_023,,510313002458,,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),public,Prince William,PWCS,Prince William County Public Schools,2020,2018-19,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_022;sheet6_row_023,,510313002458,,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),public,Prince William,PWCS,Prince William County Public Schools,2021,2019-20,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_022;sheet6_row_023,,510313002458,,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),public,Prince William,PWCS,Prince William County Public Schools,2022,2020-21,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_022;sheet6_row_023,,510313002458,,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),public,Prince William,PWCS,Prince William County Public Schools,2023,2021-22,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_022;sheet6_row_023,,510313002458,,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),public,Prince William,PWCS,Prince William County Public Schools,2024,2022-23,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_022;sheet6_row_023,,510313002458,,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),public,Prince William,PWCS,Prince William County Public Schools,2025,2023-24,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_022;sheet6_row_023,,510313002458,,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),public,Prince William,PWCS,Prince William County Public Schools,2026,2024-25,540,reported,"NCES CCD 2024-25 Public Elementary/Secondary School Universe Survey Data, v.2a, School Membership",https://nces.ed.gov/ccd/Data/zip/ccd_sch_052_2425_l_1a_073025.zip,2025-07-30,4a7f660c5fc5eaae488dd02fd43498f349fc828b227edd0970d5b6995ead4d4d,ccd_sch_052_2425_l_1a_073025.zip,10336232,GRADE=11 total STUDENT_COUNT,510313002458,,,
gar_field_high_school,Gar-Field High School,public,Prince William,PWCS,Prince William County Public Schools,2019,2017-18,597,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_025,,510313001299,,,
gar_field_high_school,Gar-Field High School,public,Prince William,PWCS,Prince William County Public Schools,2020,2018-19,612,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_025,,510313001299,,,
gar_field_high_school,Gar-Field High School,public,Prince William,PWCS,Prince William County Public Schools,2021,2019-20,510,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_025,,510313001299,,,
gar_field_high_school,Gar-Field High School,public,Prince William,PWCS,Prince William County Public Schools,2022,2020-21,536,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_025,,510313001299,,,
gar_field_high_school,Gar-Field High School,public,Prince William,PWCS,Prince William County Public Schools,2023,2021-22,524,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_025,,510313001299,,,
gar_field_high_school,Gar-Field High School,public,Prince William,PWCS,Prince William County Public Schools,2024,2022-23,568,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_025,,510313001299,,,
gar_field_high_school,Gar-Field High School,public,Prince William,PWCS,Prince William County Public Schools,2025,2023-24,612,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,sheet6_row_025,,510313001299,,,
