class_year,division,school_id,school,sector,issue_type,nmsf_status,nmsf_count,source_id,source_title,source_url,source_date,source_hash,notes
2025,,,James Madison High School,,excluded_duplicate_public_school_count,not_applicable,9,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,James W. Robinson Secondary School,,excluded_duplicate_public_school_count,not_applicable,4,patch_fairfax_city_2025_semifinalists,Seniors At Fairfax Schools Named National Merit Semifinalists,https://patch.com/virginia/fairfaxcity/seniors-fairfax-schools-named-national-merit-semifinalists,2024-09-11,15b856672b3f7bb5ace0b70851f3287d0bdde088269c03bb0fa980bd152f1c91,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Lake Braddock Secondary School,,excluded_duplicate_public_school_count,not_applicable,9,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Langley High School,,excluded_duplicate_public_school_count,not_applicable,19,patch_mclean_2025_semifinalists,Seniors At McLean Schools Named National Merit Semifinalists,https://patch.com/virginia/mclean/seniors-mclean-schools-named-national-merit-semifinalists,2024-09-11,11918419bf2dbc43089bb28eddffc6c7c03f45696f0693e9588896915eb91ea2,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Langley High School,,excluded_duplicate_public_school_count,not_applicable,19,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Marshall High School,,excluded_duplicate_public_school_count,not_applicable,5,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,McLean High School,,excluded_duplicate_public_school_count,not_applicable,16,patch_mclean_2025_semifinalists,Seniors At McLean Schools Named National Merit Semifinalists,https://patch.com/virginia/mclean/seniors-mclean-schools-named-national-merit-semifinalists,2024-09-11,11918419bf2dbc43089bb28eddffc6c7c03f45696f0693e9588896915eb91ea2,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,McLean High School,,excluded_duplicate_public_school_count,not_applicable,16,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Oakton High School,,excluded_duplicate_public_school_count,not_applicable,11,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Osbourn Park High School,,excluded_duplicate_public_school_count,not_applicable,1,patch_woodbridge_2025_semifinalists,"Seniors At Woodbridge, PWC Schools Named National Merit Scholarship Semifinalists",https://patch.com/virginia/woodbridge-va/seniors-woodbridge-pwc-schools-named-national-merit-semifinalists,2024-09-11,29eef26275b3a135ff4ef4c3086cc2897b45d6ae4e7e87d06cae5be22f9ce4f5,excluded from this source import because official PWCS source already provides the rostered public-school count
2025,,,Patriot High School,,excluded_duplicate_public_school_count,not_applicable,1,patch_woodbridge_2025_semifinalists,"Seniors At Woodbridge, PWC Schools Named National Merit Scholarship Semifinalists",https://patch.com/virginia/woodbridge-va/seniors-woodbridge-pwc-schools-named-national-merit-semifinalists,2024-09-11,29eef26275b3a135ff4ef4c3086cc2897b45d6ae4e7e87d06cae5be22f9ce4f5,excluded from this source import because official PWCS source already provides the rostered public-school count
2025,,,Robinson Secondary School,,excluded_duplicate_public_school_count,not_applicable,4,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,South Lakes High School,,excluded_duplicate_public_school_count,not_applicable,3,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,The H.B. Woodlawn Program,,excluded_duplicate_public_school_count,not_applicable,3,patch_arlington_2025_semifinalists,Arlington County Seniors Named National Merit Semifinalists,https://patch.com/virginia/arlington-va/arlington-county-seniors-named-national-merit-semifinalists,2024-09-11,a59955913a8ebfa15cc98bf007056e81aac4e1958a7fce71f999d451d5e086d6,excluded from this source import because official APS source already provides the rostered public-school count
2025,,,Thomas Edison High School,,excluded_duplicate_public_school_count,not_applicable,2,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Thomas Jefferson High School for Science and Technology,,excluded_duplicate_public_school_count,not_applicable,81,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the TJHSST count
2025,,,W. T. Woodson High School,,excluded_duplicate_public_school_count,not_applicable,6,patch_fairfax_city_2025_semifinalists,Seniors At Fairfax Schools Named National Merit Semifinalists,https://patch.com/virginia/fairfaxcity/seniors-fairfax-schools-named-national-merit-semifinalists,2024-09-11,15b856672b3f7bb5ace0b70851f3287d0bdde088269c03bb0fa980bd152f1c91,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Wakefield High School,,excluded_duplicate_public_school_count,not_applicable,2,patch_arlington_2025_semifinalists,Arlington County Seniors Named National Merit Semifinalists,https://patch.com/virginia/arlington-va/arlington-county-seniors-named-national-merit-semifinalists,2024-09-11,a59955913a8ebfa15cc98bf007056e81aac4e1958a7fce71f999d451d5e086d6,excluded from this source import because official APS source already provides the rostered public-school count
2025,,,Washington-Liberty High School,,excluded_duplicate_public_school_count,not_applicable,7,patch_arlington_2025_semifinalists,Arlington County Seniors Named National Merit Semifinalists,https://patch.com/virginia/arlington-va/arlington-county-seniors-named-national-merit-semifinalists,2024-09-11,a59955913a8ebfa15cc98bf007056e81aac4e1958a7fce71f999d451d5e086d6,excluded from this source import because official APS source already provides the rostered public-school count
2025,,,West Potomac High School,,excluded_duplicate_public_school_count,not_applicable,1,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,West Springfield High School,,excluded_duplicate_public_school_count,not_applicable,3,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Westfield High School,,excluded_duplicate_public_school_count,not_applicable,3,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Woodson High School,,excluded_duplicate_public_school_count,not_applicable,6,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from this source import because official FCPS source already provides the rostered public-school count
2025,,,Yorktown High School,,excluded_duplicate_public_school_count,not_applicable,3,patch_arlington_2025_semifinalists,Arlington County Seniors Named National Merit Semifinalists,https://patch.com/virginia/arlington-va/arlington-county-seniors-named-national-merit-semifinalists,2024-09-11,a59955913a8ebfa15cc98bf007056e81aac4e1958a7fce71f999d451d5e086d6,excluded from this source import because official APS source already provides the rostered public-school count
2025,,,Dominion School,,excluded_nonroster_school,not_applicable,1,patch_vienna_2025_semifinalists,Seniors At Vienna Schools Named National Merit Scholarship Semifinalists,https://patch.com/virginia/vienna/seniors-vienna-schools-named-national-merit-semifinalists,2024-09-11,a79eba45825e5fafd6b3b51d0924b034c9988912990c73bcfc18f4ba44b80181,excluded from panel because this school is not in the canonical analytical roster
2025,,,Evergreen Christian School,,excluded_nonroster_school,not_applicable,1,patch_ashburn_2025_semifinalists,Seniors At Loudoun County Schools Named National Merit Semifinalists,https://patch.com/virginia/ashburn/seniors-loudoun-county-schools-named-national-merit-semifinalists,2024-09-11,93633620682c7c76be8f5334ee5b99c3ce175cd1bc8386b668be403b3050904e,excluded because school is not in the analytical roster
