source_id,class_year,school_name_source,nmsf_count,source_title,source_url,publication_date,retrieval_date,snapshot_notes
fcps_2021_semifinalists,2021,Centreville High School,3,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Chantilly High School,3,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Fairfax High School,3,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Falls Church High School,1,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Lake Braddock Secondary School,3,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Langley High School,13,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Madison High School,9,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Marshall High School,6,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,McLean High School,11,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Oakton High School,12,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Robinson Secondary School,2,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,South County High School,1,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,South Lakes High School,3,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Thomas Jefferson High School for Science and Technology,132,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,West Potomac High School,1,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,West Springfield High School,4,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Westfield High School,2,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
fcps_2021_semifinalists,2021,Woodson High School,3,Two Hundred Twelve Students Named 2021 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-twelve-students-named-2021-national-merit-semifinalists,2020-09-09,2026-06-19,student names intentionally omitted
