source_id,class_year,school_name_source,nmsf_count,source_title,source_url,publication_date,retrieval_date,snapshot_notes
fcps_2023_semifinalists,2023,Centreville High School,3,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Chantilly High School,10,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Edison High School,1,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Fairfax High School,2,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Herndon High School,1,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Lake Braddock Secondary School,4,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Langley High School,15,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Lewis High School,1,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Madison High School,11,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Marshall High School,7,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,McLean High School,23,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Oakton High School,11,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Robinson Secondary School,2,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Thomas Jefferson High School for Science and Technology,132,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,West Potomac High School,2,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,West Springfield High School,2,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Westfield High School,5,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
fcps_2023_semifinalists,2023,Woodson High School,6,Two Hundred Thirty-Eight FCPS Students Are 2023 National Merit Semifinalists,https://www.fcps.edu/news/two-hundred-thirty-eight-fcps-students-are-2023-national-merit-semifinalists,2022-09-14,2026-06-19,student names intentionally omitted
