source_id,class_year,school_name_source,nmsf_count,source_title,source_url,publication_date,retrieval_date,snapshot_notes
fcps_2024_semifinalists,2024,Annandale High School,1,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Chantilly High School,13,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Fairfax High School,3,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Lake Braddock Secondary School,5,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Langley High School,13,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Madison High School,7,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Marshall High School,6,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,McLean High School,15,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Oakton High School,14,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Robinson Secondary School,3,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Thomas Jefferson High School for Science and Technology,165,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,West Potomac High School,1,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,West Springfield High School,1,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Westfield High School,5,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
fcps_2024_semifinalists,2024,Woodson High School,12,264 FCPS Students Named 2024 National Merit Semifinalists,https://www.fcps.edu/news/264-fcps-students-named-2024-national-merit-semifinalists,2023-09-13,2026-06-18,student names intentionally omitted
