source_id,class_year,school_name_source,nmsf_count,source_title,source_url,publication_date,retrieval_date,snapshot_notes
fcps_2022_semifinalists,2022,Centreville High School,3,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,Chantilly High School,8,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,Hayfield Secondary School,1,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,Herndon High School,2,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,Langley High School,8,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,Madison High School,4,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,Marshall High School,4,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,McLean High School,13,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,Oakton High School,7,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,South County High School,1,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,South Lakes High School,3,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,Thomas Jefferson High School for Science and Technology,144,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,West Potomac High School,4,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,West Springfield High School,1,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,Westfield High School,7,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
fcps_2022_semifinalists,2022,Woodson High School,5,Students from 16 FCPS High Schools Named National Merit Semifinalists,https://www.fcps.edu/news/students-16-fcps-high-schools-named-national-merit-semifinalists,2021-09-23,2026-06-19,student names intentionally omitted
