source_id,class_year,school_name_source,nmsf_count,source_title,source_url,publication_date,retrieval_date,snapshot_record_type,snapshot_notes
patch_ashburn_2026_semifinalists,2026,John Champe High School,3,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Lightridge High School,5,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Briar Woods High School,8,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Broad Run High School,3,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Independence High School,8,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Rock Ridge High School,7,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Stone Bridge High School,4,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,St. Paul VI Catholic High School,1,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,observation_count,student names intentionally omitted
patch_ashburn_2026_semifinalists,2026,Heritage High School,1,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Homeschool/Online School,1,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_nonroster_school,excluded because homeschool/online row is not a school-level analytical roster row
patch_ashburn_2026_semifinalists,2026,Riverside High School,5,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Potomac Falls High School,1,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Woodgrove High School,2,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Freedom High School,7,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
patch_ashburn_2026_semifinalists,2026,Dominion High School,3,National Merit Scholarship Semifinalists From Loudoun County Named For 2026,https://patch.com/virginia/ashburn/national-merit-scholarship-semifinalists-loudoun-county-named-2026,2025-09-10,2026-06-19,excluded_duplicate_public_school_count,excluded from this source import because official LCPS source already provides the rostered public-school count
